season,player,salary
2012-2013,Jared Sullinger,1306920
2012-2013,Hamed Haddadi,1300000
2012-2013,Victor Claver,1300000
2012-2013,Dominique Jones,1276560
2012-2013,Reggie Jackson,1260360
2012-2013,Fab Melo,1254720
2012-2013,Quincy Pondexter,1234320
2012-2013,Sasha Pavlovic,1232713
2012-2013,John Jenkins,1204560
2012-2013,Hasheem Thabeet,1200000
2012-2013,Jordan Crawford,1198680
2012-2013,Greivis Vasquez,1191240
2012-2013,Christian Eyenga,1174080
2012-2013,MarShon Brooks,1160040
2012-2013,Jared Cunningham,1156320
2012-2013,Reggie Bullock,1149000
2012-2013,Ronnie Price,1146337
2012-2013,Norris Cole,1129200
2012-2013,Jordan Hamilton,1121520
2012-2013,Jimmy Butler,1112880
2012-2013,Andre Roberson,1110840
2012-2013,Tony Wroten,1110120
2012-2013,Stephen Graham,1106941
2012-2013,Joey Graham,1106941
2012-2013,JaJuan Johnson,1089240
2012-2013,Patty Mills,1085120
2012-2013,Perry Jones,1082520
2012-2013,Marquis Teague,1074720
2012-2013,Cory Joseph,1074720
2012-2013,Miles Plumlee,1073280
2012-2013,Alando Tucker,1071720
2012-2013,Von Wafer,1069509
2012-2013,Kelenna Azubuike,1069509
2012-2013,Luke Harangody,1054389
2012-2013,DeJuan Blair,1054000
2012-2013,Arnett Moultrie,1042320
2012-2013,Quinton Ross,1033342
2012-2013,Jawad Williams,1029389
2012-2013,Festus Ezeli,1020960
2012-2013,Kyle Singler,1000000
2012-2013,Jon Brockman,1000000
2012-2013,C.J. Watson,992680
2012-2013,Brandan Wright,992680
2012-2013,Ivan Johnson,962195
2012-2013,Daniel Orton,916099
2012-2013,Jeff Adrien,916099
2012-2013,Ish Smith,910941
2012-2013,Chandler Parsons,888250
2012-2013,Henry Walker,885120
2012-2013,Alexander Johnson,885120
2012-2013,DeMarre Carroll,885120
2012-2013,Chase Budinger,885120
2012-2013,Pops Mensah-Bonsu,885120
2012-2013,Salim Stoudamire,884881
2012-2013,DeAndre Liggins,884293
2012-2013,Garrett Temple,884293
2012-2013,Ryan Hollins,884293
2012-2013,Nazr Mohammed,884293
2012-2013,E'Twaun Moore,884293
2012-2013,Lance Stephenson,870000
2012-2013,Quincy Douby,855189
2012-2013,Mouhamed Sene,855189
2012-2013,Marcus Haislip,855189
2012-2013,Anthony Roberson,855189
2012-2013,Josh Davis,854389
2012-2013,Kenny Thomas,854389
2012-2013,Kyle Weaver,854389
2012-2013,Luke Jackson,854389
2012-2013,Darius Miles,854389
2012-2013,Javaris Crittenton,854389
2012-2013,Dwayne Jones II,854389
2012-2013,Damien Wilkins,854389
2012-2013,Brian Cardinal,854389
2012-2013,Earl Barron,854389
2012-2013,Draymond Green,850000
2012-2013,Troy Murphy,839312
2012-2013,Solomon Alabi,830000
2012-2013,Michael Redd,826828
2012-2013,Paul Davis,825497
2012-2013,Desmond Mason,825497
2012-2013,Jason Hart,825497
2012-2013,Kareem Rush,825497
2012-2013,Kevin Ollie,825497
2012-2013,Ryan Bowen,825497
2012-2013,Lindsey Hunter,825497
2012-2013,Tyler Honeycutt,809875
2012-2013,Sean Marks,799105
2012-2013,Ike Diogu,792377
2012-2013,Solomon Jones,792377
2012-2013,Gani Lawal,788872
2012-2013,Jarvis Varnado,788872
2012-2013,Da'Sean Butler,788872
2012-2013,Marcus Cousin,788872
2012-2013,Andy Rautins,788872
2012-2013,Jeffery Taylor,788872
2012-2013,Maalik Wayns,788872
2012-2013,Pape Sy,788872
2012-2013,Magnum Rolle,788872
2012-2013,Jermaine Taylor,780871
2012-2013,Josh Howard,773976
2012-2013,Shaun Livingston,773976
2012-2013,Yi Jianlian,771706
2012-2013,Charles Jenkins,762195
2012-2013,Justin Harper,762195
2012-2013,Mickell Gladness,762195
2012-2013,D.J. Kennedy,762195
2012-2013,Garret Siler,762195
2012-2013,Taylor Griffin,762195
2012-2013,Cory Higgins,762195
2012-2013,Brian Butch,762195
2012-2013,Jon Leuer,762195
2012-2013,Semih Erden,762195
2012-2013,Jerome Jordan,762195
2012-2013,Sun Yue,736420
2012-2013,Mike Taylor,736420
2012-2013,Walter Sharpe,736420
2012-2013,Dontell Jefferson,736420
2012-2013,DeMarcus Nelson,736420
2012-2013,Ime Udoka,708640
2012-2013,Mickael Pietrus,698589
2012-2013,Mike Wilks,679821
2012-2013,Brian Skinner,668434
2012-2013,Quincy Acy,665000
2012-2013,Allen Iverson,650686
2012-2013,Acie Law,633253
2012-2013,Jae Crowder,600491
2012-2013,Chris Douglas-Roberts,582995
2012-2013,Orlando Johnson,550000
2012-2013,Will Barton,550000
2012-2013,Lazar Hayward,542788
2012-2013,James Anderson,532737
2012-2013,Jason Williams,524964
2012-2013,Daequan Cook,512633
2012-2013,Mike James,502581
2012-2013,Glen Rice Jr.,490180
2012-2013,Erik Jay Murphy,490180
2012-2013,Ryan Reid,475000
2012-2013,John Shurna,473604
2012-2013,Hollis Thompson,473604
2012-2013,Devin Searcy,473604
2012-2013,Stanley Robinson,473604
2012-2013,Josh Akognon,473604
2012-2013,Luke Zeller,473604
2012-2013,Brian Roberts,473604
2012-2013,Sherron Collins,473604
2012-2013,Diante Garrett,473604
2012-2013,Luke Nevill,473604
2012-2013,Chris Wright,473604
2012-2013,Carldell Johnson,473604
2012-2013,Jamar Smith,473604
2012-2013,Kent Bazemore,473604
2012-2013,Marcus Landry,457588
2012-2013,Deron Washington,457588
2012-2013,Sam Young,402065
2012-2013,Peja Stojakovic,402065
2012-2013,Kevin Jones,390027
2012-2013,Walker Russell,374300
2012-2013,Mickael Gelabale,346781
2012-2013,Chris Johnson,346781
2012-2013,Patrick Beverley,281376
2012-2013,Jeremy Pargo,264527
2012-2013,Gilbert Arenas,261829
2012-2013,Derek Fisher,261343
2012-2013,Manny Harris,252016
2012-2013,Terrence Williams,244710
2012-2013,Aron Baynes,239588
2012-2013,Bobby Simmons,234268
2012-2013,Mustafa Shakur,226162
2012-2013,Earl Boykins,220487
2012-2013,Al Thornton,211084
2012-2013,Travis Diener,208802
2012-2013,Leon Powe,201033
2012-2013,Ben Uzoh,190548
2012-2013,Lou Amundson,185955
2012-2013,Kenyon Martin,170878
2012-2013,Chris Quinn,169340
2012-2013,Shavlik Randolph,163500
2012-2013,D.J. White,156234
2012-2013,James Singleton,151585
2012-2013,Tim Ohlbrecht,144867
2012-2013,Juwan Howard,135697
2012-2013,Armon Johnson,104494
2012-2013,Shelvin Mack,103121
2012-2013,Terrel Harris,94154
2012-2013,Morris Almond,75793
2012-2013,Mikki Moore,75793
2012-2013,Keyon Dooling,75387
2012-2013,DaJuan Summers,72892
2012-2013,Damion James,68902
2012-2013,Dominic McGuire,68902
2012-2013,Josh Harrellson,61467
2012-2013,Donald Sloan,61467
2012-2013,Chris Johnson,55718
2012-2013,Lester Hudson,48232
2012-2013,Justin Holiday,47360
2012-2013,Jerel McNeal,44835
2012-2013,Cedric Jackson,40375
2012-2013,Jeff Foote,38194
2012-2013,Othyus Jeffers,35868
2012-2013,Kris Joseph,27859
2012-2013,Henry Sims,27859
2012-2013,Chris Wright,27859
2012-2013,Larry Owens,22287
2012-2013,Mario West,20103
2013-2014,Kobe Bryant,30453805
2013-2014,Dwyane Wade,18673000
2013-2014,Chris Paul,18668431
2013-2014,Deron Williams,18466130
2013-2014,Zach Randolph,18238333
2013-2014,Rudy Gay,17888932
2013-2014,Kevin Durant,17832627
2013-2014,Derrick Rose,17632688
2013-2014,Blake Griffin,16441500
2013-2014,Paul Pierce,15333334
2013-2014,Carlos Boozer,15300000
2013-2014,Dirk Nowitzki,22721381
2013-2014,LaMarcus Aldridge,14878000
2013-2014,Marc Gasol,14860523
2013-2014,Russell Westbrook,14693906
2013-2014,Kevin Love,14693906
2013-2014,Emeka Okafor,14487500
2013-2014,Eric Gordon,14283844
2013-2014,Roy Hibbert,14283844
2013-2014,Luol Deng,14275000
2013-2014,Tyson Chandler,14100538
2013-2014,Andrew Bogut,14000000
2013-2014,Amar'e Stoudemire,21679893
2013-2014,David Lee,13878000
2013-2014,James Harden,13701250
2013-2014,Al Jefferson,13500000
2013-2014,Josh Smith,13500000
2013-2014,Nene Hilario,13000000
2013-2014,Andre Iguodala,12868632
2013-2014,Tony Parker,12500000
2013-2014,Kevin Garnett,12433735
2013-2014,Serge Ibaka,12350000
2013-2014,Nikola Pekovic,12100000
2013-2014,Joe Johnson,21466718
2013-2014,Kris Humphries,12000000
2013-2014,Carmelo Anthony,21388953
2013-2014,Dwight Howard,20513178
2013-2014,Pau Gasol,19285850
2013-2014,Chris Bosh,19067500
2013-2014,LeBron James,19067500
2013-2014,Al Horford,12000000
2013-2014,Rajon Rondo,11954545
2013-2014,Andrea Bargnani,11862500
2013-2014,Tyreke Evans,11796247
2013-2014,Nicolas Batum,11295250
2013-2014,Joakim Noah,11100000
2013-2014,Richard Jefferson,11046000
2013-2014,DeAndre Jordan,10986550
2013-2014,Ty Lawson,10786517
2013-2014,JaVale McGee,10750000
2013-2014,Tim Duncan,10361446
2013-2014,Danilo Gallinari,10146925
2013-2014,Gerald Wallace,10105855
2013-2014,Tiago Splitter,10000000
2013-2014,Stephen Curry,9887642
2013-2014,Jrue Holiday,9713484
2013-2014,DeMar DeRozan,9500000
2013-2014,Paul Millsap,9500000
2013-2014,Shawn Marion,9316796
2013-2014,Steve Nash,9300500
2013-2014,Anderson Varejao,9036364
2013-2014,Thaddeus Young,8850000
2013-2014,Kendrick Perkins,8727437
2013-2014,Jeff Green,8700000
2013-2014,Mike Conley,8600001
2013-2014,Charlie Villanueva,8580000
2013-2014,Rodney Stuckey,8500000
2013-2014,Omer Asik,8374646
2013-2014,Jeremy Lin,8374646
2013-2014,Ryan Anderson,8308500
2013-2014,Marcus Thornton,8050000
2013-2014,O.J. Mayo,8000000
2013-2014,Jeff Teague,8000000
2013-2014,George Hill,8000000
2013-2014,Ersan Ilyasova,7900000
2013-2014,Trevor Ariza,7727280
2013-2014,Marcin Gortat,7727280
2013-2014,Brandon Jennings,7655503
2013-2014,John Salmons,7583000
2013-2014,Taj Gibson,7550000
2013-2014,Jason Richardson,6204250
2013-2014,Derrick Favors,6008196
2013-2014,Gerald Henderson,6000000
2013-2014,Robin Lopez,5904261
2013-2014,Chuck Hayes,5722500
2013-2014,Jason Thompson,5643750
2013-2014,Jason Terry,5625313
2013-2014,Kyrie Irving,5607240
2013-2014,JR Smith,5565000
2013-2014,Anthony Davis,5375760
2013-2014,Anthony Bennett,5324280
2013-2014,Jamal Crawford,5225000
2013-2014,Courtney Lee,5225000
2013-2014,Lou Williams,5225000
2013-2014,Zaza Pachulia,5200000
2013-2014,JJ Hickson,5150000
2013-2014,Martell Webster,5150000
2013-2014,Keith Bogans,5058198
2013-2014,Derrick Williams,5016960
2013-2014,Andre Miller,5000000
2013-2014,Ramon Sessions,5000000
2013-2014,Manu Ginobili,7500000
2013-2014,Marvin Williams,7500000
2013-2014,Goran Dragic,7500000
2013-2014,John Wall,7459925
2013-2014,Tayshaun Prince,7235955
2013-2014,Wesley Matthews,6875480
2013-2014,Jose Calderon,6791570
2013-2014,Kyle Korver,6760563
2013-2014,Evan Turner,6679867
2013-2014,JJ Redick,6500000
2013-2014,Kevin Martin,6500000
2013-2014,Carl Landry,6500000
2013-2014,Spencer Hawes,6500000
2013-2014,Brandon Bass,6450000
2013-2014,Channing Frye,6400000
2013-2014,Wilson Chandler,6344164
2013-2014,Jarrett Jack,6300000
2013-2014,Landry Fields,6250000
2013-2014,Kyle Lowry,6210000
2013-2014,Chase Budinger,5000000
2013-2014,Brandan Wright,5000000
2013-2014,DeMarcus Cousins,4916974
2013-2014,Michael Kidd-Gilchrist,4809840
2013-2014,Victor Oladipo,4763760
2013-2014,Boris Diaw,4702500
2013-2014,J.J. Barea,4687000
2013-2014,Luc Mbah a Moute,4588384
2013-2014,Luis Scola,4508504
2013-2014,Enes Kanter,4505280
2013-2014,Jonas Jerebko,4500000
2013-2014,Tony Allen,4494383
2013-2014,Ekpe Udoh,4469548
2013-2014,Luke Ridnour,4420000
2013-2014,Timofey Mozgov,4400000
2013-2014,Udonis Haslem,4340000
2013-2014,Bradley Beal,4319280
2013-2014,Otto Porter Jr.,4278000
2013-2014,Jared Dudley,4250000
2013-2014,Greg Monroe,4086454
2013-2014,Tristan Thompson,4062000
2013-2014,Kirk Hinrich,4059000
2013-2014,Elton Brand,4000000
2013-2014,Ian Mahinmi,4000000
2013-2014,Mario Chalmers,4000000
2013-2014,Steve Blake,4000000
2013-2014,Matt Bonner,3945000
2013-2014,Thabo Sefolosha,3900000
2013-2014,Dion Waiters,3894240
2013-2014,Cody Zeller,3857040
2013-2014,Joel Anthony,3800000
2013-2014,Danny Green,3762500
2013-2014,Steve Novak,3750000
2013-2014,Al-Farouq Aminu,3749602
2013-2014,Samuel Dalembert,3700748
2013-2014,Ricky Rubio,3678358
2013-2014,Raymond Felton,3637073
2013-2014,Jonas Valanciunas,3526440
2013-2014,Thomas Robinson,3526440
2013-2014,Marreese Speights,3500000
2013-2014,Gerald Green,3500000
2013-2014,Alex Len,3492720
2013-2014,Gordon Hayward,3452183
2013-2014,Jan Vesely,3340920
2013-2014,Paul George,3282003
2013-2014,Shane Battier,3270000
2013-2014,Matt Barnes,3250000
2013-2014,Carlos Delfino,3250000
2013-2014,Gary Neal,3250000
2013-2014,Darrell Arthur,3231683
2013-2014,Mirza Teletovic,3229050
2013-2014,Ray Allen,3229050
2013-2014,Damian Lillard,3202920
2013-2014,Andrei Kirilenko,3183000
2013-2014,Tyler Hansbrough,3183000
2013-2014,Mike Dunleavy,3183000
2013-2014,Vince Carter,3180000
2013-2014,Nerlens Noel,3172320
2013-2014,Ed Davis,3153860
2013-2014,Alexey Shved,3150000
2013-2014,Jerryd Bayless,3135000
2013-2014,Patrick Patterson,3105302
2013-2014,Lavoy Allen,3060000
2013-2014,Larry Sanders,3053368
2013-2014,Bismack Biyombo,3049920
2013-2014,Travis Outlaw,3000000
2013-2014,Kosta Koufos,3000000
2013-2014,Chris Copeland,3000000
2013-2014,Harrison Barnes,2923920
2013-2014,Joel Freeland,2897976
2013-2014,Ben McLemore,2895960
2013-2014,Brandon Knight,2793960
2013-2014,Will Bynum,2790343
2013-2014,Kevin Seraphin,2761114
2013-2014,Marco Belinelli,2750000
2013-2014,Aaron Gray,2690875
2013-2014,Terrence Ross,2678640
2013-2014,Kentavious Caldwell-Pope,2653080
2013-2014,Wayne Ellington,2652000
2013-2014,Mo Williams,2652000
2013-2014,Eric Bledsoe,2626474
2013-2014,Nick Collison,2585668
2013-2014,Kemba Walker,2568360
2013-2014,DeMarre Carroll,2557545
2013-2014,Avery Bradley,2511432
2013-2014,Jason Smith,2500000
2013-2014,Chauncey Billups,2500000
2013-2014,Andre Drummond,2465400
2013-2014,Trey Burke,2438760
2013-2014,Trevor Booker,2350820
2013-2014,Austin Rivers,2339040
2013-2014,Klay Thompson,2317920
2013-2014,CJ McCollum,2316720
2013-2014,Quincy Pondexter,2225479
2013-2014,CJ Miles,2225000
2013-2014,Meyers Leonard,2222160
2013-2014,Alec Burks,2202000
2013-2014,Michael Carter-Williams,2200920
2013-2014,Dante Cunningham,2180000
2013-2014,Jordan Crawford,2162419
2013-2014,Greivis Vasquez,2150188
2013-2014,Jeremy Lamb,2111160
2013-2014,Markieff Morris,2091840
2013-2014,Steven Adams,2090880
2013-2014,Brendan Haywood,2050000
2013-2014,C.J. Watson,2016000
2013-2014,Nate Robinson,2016000
2013-2014,Jermaine O'Neal,2000000
2013-2014,Vitor Faverani,2000000
2013-2014,Marcus Morris,1987320
2013-2014,Kelly Olynyk,1986360
2013-2014,John Henson,1905360
2013-2014,Darren Collison,1900000
2013-2014,Kawhi Leonard,1887840
2013-2014,Shabazz Muhammad,1887120
2013-2014,Maurice Harkless,1809840
2013-2014,Nikola Vucevic,1793520
2013-2014,Giannis Antetokounmpo,1792560
2013-2014,Anthony Randolph,1750000
2013-2014,Jeff Ayres,1750000
2013-2014,Luigi Datome,1750000
2013-2014,Iman Shumpert,1703760
2013-2014,Reggie Evans,1695635
2013-2014,Jeremy Evans,1660257
2013-2014,Tyler Zeller,1633440
2013-2014,Chris Singleton,1618680
2013-2014,Toney Douglas,1600000
2013-2014,John Lucas III,1600000
2013-2014,Pablo Prigioni,1591350
2013-2014,Terrence Jones,1551840
2013-2014,Jodie Meeks,1550000
2013-2014,Tobias Harris,1545840
2013-2014,Shane Larkin,1536960
2013-2014,Ronny Turiaf,1500000
2013-2014,Miroslav Raduljica,1500000
2013-2014,James Jones,1500000
2013-2014,Gustavo Ayon,1500000
2013-2014,Andrew Nicholson,1482000
2013-2014,Sergey Karasev,1467840
2013-2014,Nando De Colo,1463000
2013-2014,Evan Fournier,1422720
2013-2014,Donatas Motiejunas,1422720
2013-2014,Tony Snell,1409040
2013-2014,Willie Green,1399507
2013-2014,Rashard Lewis,1399507
2013-2014,Chris Andersen,1399507
2013-2014,Scotty Hopson,1388400
2013-2014,Andray Blatche,1375604
2013-2014,Kenneth Faried,1367640
2013-2014,Jared Sullinger,1365720
2013-2014,Gorgui Dieng,1352640
2013-2014,Dennis Schroder,1348200
2013-2014,Victor Claver,1330000
2013-2014,Mason Plumlee,1298640
2013-2014,Francisco Garcia,1265977
2013-2014,Reggie Jackson,1260360
2013-2014,John Jenkins,1258800
2013-2014,Solomon Hill,1246680
2013-2014,MarShon Brooks,1210080
2013-2014,Hasheem Thabeet,1200000
2013-2014,Pero Antic,1200000
2013-2014,Tim Hardaway Jr.,1196760
2013-2014,Jordan Hamilton,1169880
2013-2014,Tony Wroten,1160040
2013-2014,Reggie Bullock,1149000
2013-2014,Patty Mills,1133950
2013-2014,Norris Cole,1129200
2013-2014,Miles Plumlee,1121520
2013-2014,Cory Joseph,1120920
2013-2014,Jimmy Butler,1112880
2013-2014,Nick Young,1106942
2013-2014,Arnett Moultrie,1089240
2013-2014,Perry Jones,1082520
2013-2014,Rudy Gobert,1078800
2013-2014,Marquis Teague,1074720
2013-2014,Festus Ezeli,1066920
2013-2014,Archie Goodwin,1064400
2013-2014,Nemanja Nedovic,1056720
2013-2014,Kyle Singler,1045000
2013-2014,Anthony Morrow,1027424
2013-2014,Lance Stephenson,1005000
2013-2014,Andrew Bynum,1000000
2013-2014,Ish Smith,951463
2013-2014,Byron Mullens,947907
2013-2014,Alan Anderson,947907
2013-2014,Omri Casspi,947907
2013-2014,Austin Daye,947907
2013-2014,Chandler Parsons,926500
2013-2014,Jeff Adrien,916099
2013-2014,Jon Leuer,900000
2013-2014,Garrett Temple,884293
2013-2014,Shelvin Mack,884293
2013-2014,Ryan Hollins,884293
2013-2014,Jannero Pargo,884293
2013-2014,Jordan Farmar,884293
2013-2014,E'Twaun Moore,884293
2013-2014,Cole Aldrich,884293
2013-2014,Draymond Green,875500
2013-2014,Allen Crabbe,825000
2013-2014,Elliot Williams,797545
2013-2014,Khris Middleton,788872
2013-2014,Brian Roberts,788872
2013-2014,Jeffery Taylor,788872
2013-2014,Quincy Miller,788872
2013-2014,Jae Crowder,788872
2013-2014,Henry Sims,788872
2013-2014,Kent Bazemore,788872
2013-2014,Andre Roberson,740560
2013-2014,Diante Garrett,719266
2013-2014,Malcolm Thomas,702233
2013-2014,Dwight Buycks,700000
2013-2014,Hilton Armstrong,660619
2013-2014,Chris Douglas-Roberts,660619
2013-2014,D.J. Augustin,650215
2013-2014,Alexis Ajinca,635880
2013-2014,James Johnson,634610
2013-2014,Isaiah Canaan,570515
2013-2014,Jeremy Tyler,556584
2013-2014,Kendall Marshall,547570
2013-2014,Ricky Ledo,544000
2013-2014,Jamaal Franklin,535000
2013-2014,Ray McCallum,524616
2013-2014,Carrick Felix,510000
2013-2014,Nate Wolters,500000
2013-2014,Tony Mitchell,500000
2013-2014,Robert Covington,490180
2013-2014,Nick Calathes,490180
2013-2014,Glen Rice Jr.,490180
2013-2014,Brandon Davies,490180
2013-2014,James Southerland,490180
2013-2014,Ryan Kelly,490180
2013-2014,Dionte Christmas,490180
2013-2014,Erik Jay Murphy,490180
2013-2014,Hollis Thompson,473604
2013-2014,Hedo Turkoglu,473357
2013-2014,Leandro Barbosa,410936
2013-2014,Luke Babbitt,387995
2013-2014,Chris Johnson,320189
2013-2014,Shavlik Randolph,306037
2013-2014,Dewayne Dedmon,300000
2013-2014,Jason Collins,275691
2013-2014,Danny Granger,249683
2013-2014,Caron Butler,244489
2013-2014,Jimmer Fredette,239279
2013-2014,Shannon Brown,188438
2013-2014,Jarvis Varnado,171696
2013-2014,Troy Daniels,158588
2013-2014,Mike Muscala,138404
2013-2014,Cartier Martin,104034
2013-2014,D.J. White,104028
2013-2014,Justin Hamilton,98036
2013-2014,Chris Babb,77852
2013-2014,Ronnie Brewer,69792
2013-2014,Damion James,68902
2013-2014,Mike James,57627
2013-2014,Jorge Gutierrez,54785
2013-2014,Drew Gooden,52017
2013-2014,Othyus Jeffers,52017
2013-2014,Lou Amundson,48854
2013-2014,Jared Cunningham,46404
2013-2014,Melvin Ely,29788
2013-2014,Greg Smith,15605
2013-2014,Josh Powell,13958
2013-2014,Chris Wright,9281
2013-2014,Lamar Odom,8232
2014-2015,Kobe Bryant,23500000
2014-2015,Kevin Durant,18995624
2014-2015,Derrick Rose,18862876
2014-2015,Blake Griffin,17674613
2014-2015,Zach Randolph,16500000
2014-2015,LaMarcus Aldridge,16006000
2014-2015,Paul George,15937290
2014-2015,Marc Gasol,15829688
2014-2015,Kevin Love,15719063
2014-2015,Russell Westbrook,15719062
2014-2015,Brook Lopez,15719062
2014-2015,Joe Johnson,23180790
2014-2015,David Lee,15012000
2014-2015,Dwyane Wade,15000000
2014-2015,Eric Gordon,14898938
2014-2015,Roy Hibbert,14898938
2014-2015,Tyson Chandler,14846888
2014-2015,John Wall,14746000
2014-2015,Gordon Hayward,14746000
2014-2015,James Harden,14728844
2014-2015,Chandler Parsons,14700000
2014-2015,Al Jefferson,13500000
2014-2015,Carmelo Anthony,22458401
2014-2015,Eric Bledsoe,13000000
2014-2015,Nene Hilario,13000000
2014-2015,Andrew Bogut,12972973
2014-2015,Derrick Favors,12950000
2014-2015,Rajon Rondo,12909090
2014-2015,Joakim Noah,12700000
2014-2015,Tony Parker,12500000
2014-2015,Serge Ibaka,12350000
2014-2015,Andre Iguodala,12289544
2014-2015,Nikola Pekovic,12100000
2014-2015,Dwight Howard,21436271
2014-2015,David West,12000000
2014-2015,Chris Bosh,20644400
2014-2015,LeBron James,20644400
2014-2015,Chris Paul,20068563
2014-2015,Deron Williams,19754465
2014-2015,Rudy Gay,19317326
2014-2015,Kyle Lowry,12000000
2014-2015,Al Horford,12000000
2014-2015,Nicolas Batum,11765500
2014-2015,Ty Lawson,11595506
2014-2015,Andrea Bargnani,11500000
2014-2015,DeAndre Jordan,11440123
2014-2015,Tyreke Evans,11265416
2014-2015,JaVale McGee,11250000
2014-2015,Larry Sanders,11000000
2014-2015,Danilo Gallinari,10854850
2014-2015,Stephen Curry,10629213
2014-2015,Marcin Gortat,10434782
2014-2015,Tim Duncan,10361446
2014-2015,Gerald Wallace,10105855
2014-2015,DeMar DeRozan,10100000
2014-2015,Jrue Holiday,9904495
2014-2015,Luol Deng,9714461
2014-2015,Anderson Varejao,9704545
2014-2015,Steve Nash,9701000
2014-2015,Paul Millsap,9500000
2014-2015,Thaddeus Young,9410869
2014-2015,Tiago Splitter,9250000
2014-2015,Jeff Green,9200000
2014-2015,Jordan Hill,9000000
2014-2015,Lance Stephenson,9000000
2014-2015,Mike Conley,8694216
2014-2015,Trevor Ariza,8579089
2014-2015,Channing Frye,8579088
2014-2015,Marcus Thornton,8575000
2014-2015,Ryan Anderson,8491500
